"combination [range0, range1, ep_max, c1, c2]",gBest_fitness
1,-15573.462343567991
2,-18288.25021004367
3,-35264.08386539617
4,-36226.55209122644
5,-37245.35982118746
6,-37314.20070410016
7,-37557.86996855624
8,-37824.11921597893
9,-37878.69272983887
10,-37976.32290472641
11,-37976.32290472641
12,-37988.223208594456
13,-38205.989499651005
14,-38259.80329750352
15,-38261.69634902966
16,-38309.35491075112
17,-38374.54455374558
18,-38429.56662296543
19,-38485.307989297165
20,-38526.06352765233
21,-38530.91918456818
22,-38552.60206389939
23,-38561.28118645159
24,-38564.82016493146
25,-38567.54988546841
26,-38567.54988546841
27,-38567.54988546841
28,-38568.22861493365
29,-38569.82048605187
30,-38606.87940203917
31,-38726.57868438576
32,-39984.17736485878
33,-40559.24356446385
34,-40814.33782861166
35,-40843.94999820064
36,-40870.8868005809
37,-40954.8595079841
38,-41054.67344061852
39,-41068.33398251132
40,-41087.90536441255
41,-41090.07845202801
42,-41090.07845202801
43,-41092.486446045536
44,-41096.385865151045
45,-41101.398789856365
46,-41116.32788016922
47,-41126.38921868175
48,-41126.99077495518
49,-41127.431444625916
50,-41127.431444625916
51,-41132.27929042817
52,-41136.11918700382
53,-41151.55402838419
54,-41192.355534289294
55,-41193.73382316173
56,-41194.883267511956
57,-41196.78144763032
58,-41206.90705725168
59,-41206.90705725168
60,-41206.90705725168
61,-41207.57972738303
62,-41209.7975896187
63,-41216.63476685953
64,-41220.97132581902
65,-41221.57054876339
66,-41221.57054876339
67,-41221.98065887894
68,-41227.073555963354
69,-41229.511906595966
70,-41230.88688790724
71,-41230.88688790724
72,-41230.88688790724
73,-41236.639565566045
74,-41241.29426310373
75,-41241.29426310373
76,-41241.29426310373
77,-41241.29426310373
78,-41241.62952635682
79,-41241.62952635682
80,-41241.62952635682
81,-41241.62952635682
82,-41241.62952635682
83,-41241.62952635682
84,-41241.62952635682
85,-41241.839048406604
86,-41242.055039038925
87,-41242.055039038925
88,-41242.055039038925
89,-41245.4275256216
90,-41245.4275256216
91,-41246.87734777644
92,-41248.79005624541
93,-41248.79005624541
94,-41248.79005624541
95,-41248.79005624541
96,-41248.79005624541
97,-41249.15522341186
98,-41392.87051793952
99,-41803.96096928199
100,-41817.195085023
101,-41836.13670104277
102,-41840.37381201376
103,-41842.72869745269
104,-41844.018497072764
105,-41844.018497072764
106,-41844.064127809535
107,-41844.064127809535
108,-41844.064127809535
109,-41844.064127809535
110,-41844.09352743017
111,-41844.64186879257
112,-41845.04912667426
113,-41845.04912667426
114,-41845.04912667426
115,-41875.05651714043
116,-41888.67218050978
117,-41888.67218050978
118,-41888.67218050978
119,-41889.30370181483
120,-41890.801988534535
121,-41891.10666801715
122,-41891.10666801715
123,-41891.178818511406
124,-41891.178818511406
125,-41891.178818511406
126,-41891.178818511406
127,-41891.178818511406
128,-41891.178818511406
129,-41891.178818511406
130,-41891.178818511406
131,-41891.178818511406
132,-41891.86969396524
133,-41891.86969396524
134,-41892.209585897006
135,-41892.209585897006
136,-41892.209585897006
137,-41892.209585897006
138,-41892.209585897006
139,-41892.209585897006
140,-41892.209585897006
141,-41892.209585897006
142,-41892.209585897006
143,-41892.209585897006
144,-41892.22409825184
145,-41892.22409825184
146,-41892.22409825184
147,-41892.22409825184
148,-41892.22409825184
149,-41892.22409825184
150,-41892.22409825184
151,-41892.22409825184
152,-41892.22445975205
153,-41892.240688734266
154,-41892.240688734266
155,-41892.240688734266
156,-41892.25725851173
157,-41892.25725851173
158,-41892.67251196592
159,-41892.67251196592
160,-41892.67251196592
161,-41892.67480945752
162,-41892.67801746642
163,-41892.68251124982
164,-41892.68251124982
165,-41892.68253240771
166,-41892.68526891937
167,-41892.68748382778
168,-41892.68767706722
169,-41892.6880482821
170,-41892.6880482821
171,-41892.6880482821
172,-41892.6880482821
173,-41892.693569769544
174,-41892.693569769544
175,-41892.693569769544
176,-41892.693569769544
177,-41892.716457123905
178,-41892.716457123905
179,-41892.716457123905
180,-41892.716457123905
181,-41892.812184757146
182,-41893.022433963975
183,-41893.28674828852
184,-41893.28674828852
185,-41893.31219564626
186,-41893.31219564626
187,-41893.31219564626
188,-41893.31219564626
189,-41893.31219564626
190,-41893.31219564626
191,-41893.31219564626
192,-41893.31219564626
193,-41893.31219564626
194,-41893.64875795052
195,-41894.20947160948
196,-41894.20947160948
197,-41894.20947160948
198,-41894.20947160948
199,-41894.322202861294
200,-41894.322202861294
201,-41894.322202861294
202,-41894.322202861294
203,-41894.322202861294
