"combination [m, n, l1, l2, ep_max, c1, c2]",gBest_fitness
1,2.216056796442319e-08
2,-0.0009666446168037578
3,-0.0009666446168037578
4,-0.0009666446168037578
5,-0.0009666446168037578
6,-0.0009666446168037578
7,-0.0009666446168037578
8,-0.0009666446168037578
9,-0.0009666446168037578
10,-0.0009666446168037578
11,-0.0009666446168037578
12,-0.0009666446168037578
13,-0.0009666446168037578
14,-0.0009666446168037578
15,-0.0009666446168037578
16,-0.0009666446168037578
17,-0.0009666446168037578
18,-0.0009666446168037578
19,-0.0009666446168037578
20,-0.0009666446168037578
